input_row_key,input_company_name,input_main_country,input_main_city,nivel_incredere,match_score,veridion_id,company_name,company_legal_names,main_country,main_region,main_city,main_postcode,main_street,company_type,year_founded,revenue,revenue_type,employee_count,employee_count_type,naics_2022_primary_label,main_industry,main_sector,website_url,primary_email,primary_phone,linkedin_url,short_description
276,ITECTRA A/S,Denmark,Aalborg Municipality,incredere_ridicata_automat,108.1,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,Itectra,Itectra A/S.,Denmark,North Denmark Region,Aalborg,9200,Sofiendalsvej,Private,2008.0,2697310.0,modelled,12.0,extracted,Computer Systems Design Services,Software & IT Services,IT&C Services,https://itectra.com/,info@itectra.com,4572170058.0,http://www.linkedin.com/company/itectra-as,"Vi designer, leverer og servicerer forretningskritisk IT-infrastruktur • Gennemtænkte og driftssikre løsninger indenfor netværk og IT-infrastruktur."
277,JACK OF DIGITAL (PRIVATE) LIMITED,Pakistan,Saddar Town,incredere_ridicata_automat,111.0,aceeb54f-027f-11ec-adbd-5ff720d6d289,Jack of Digital,Jack of Digital Pvt Ltd.,Pakistan,Sindh,Saddar Town,75600,Gizri Road,Private,2020.0,1000000.0,extracted,38.0,extracted,Media Representatives,Marketing & Advertising Agencies,Advertising & Marketing,https://jackofdigital.com/,info@jackofdigital.com,923170035225.0,https://www.linkedin.com/company/entravision-jackofdigital,"Since 2020, Jack of Digital has been a leader in media technology, transforming how businesses engage with consumers through innovative digital solutions."
278,AEON DANMARK A/S,Denmark,Vejle,incredere_ridicata_automat,85.9,9a231582-f08a-11ee-bb80-a5cc5b62150c,Aeongroup,Aeon Group A/S.,Denmark,Capital Region Of Denmark,Copenhagen,2400,Hejrevej,Private,2022.0,3648855.0,modelled,19.0,extracted,Administrative Management and General Management Consulting Services,Business Consulting,Other Professional Services,https://aeongroup.io/,,,http://www.linkedin.com/company/aeon-group-io,"Dette sikrer en sundere og mere robust natur, hvilket er afgørende for at bevare økosystemer og arter."
279,Jastel Network Co Ltd,Thailand,Pak Kret City Municipality,incredere_ridicata_automat,109.2,7f176bc0-93e4-11eb-a746-fdabd18be9c6,Jastel,JasTel Network Co. Ltd. | Justel Network Company Limited,Thailand,Nonthaburi Province,Nonthaburi City Municipality,11000,,Private,2006.0,,,,,Wired Telecommunications Carriers,Telecommunication Services,IT&C Services,https://www.jastel.co.th/,info@jastel.co.th,6621003183.0,http://www.linkedin.com/company/jastel-network-co.-ltd.,"Presently, JasTel's clients come from a wide range of businesses including voice (IDD/ VOIP) providers, IIG providers, internet providers, international telecom businesses, international enterprise groups with business in Thailand, and corporations with multiple branches such as banks, embassies, international news bureaus, and industrial factories."
280,JLL Corporate Solutions AB,Sweden,,incredere_ridicata_automat,108.0,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,JLL CORPORATE SOLUTIONS AB.,Sweden,Stockholm County,Stockholm,111 29,,,,,,,,,,,,,,http://www.linkedin.com/company/jll-corporate-solutions-ab,Konsultverksamhet avseende företags organisation
281,JOB-INDEX A/S,Denmark,Copenhagen,verificat_manual,86.9,059cad4c-93e5-11eb-a33a-a3dfba582839,Jobindex,Jobindex A/S.,Denmark,Capital Region Of Denmark,Frederiksberg,,,Private,1996.0,7478657.0,modelled,85.0,extracted,Employment Placement Agencies,HR Services,Other Professional Services,https://www.jobindex.dk/,evaluering@jobindex.dk,4538323355.0,https://www.linkedin.com/company/jobindex,"Start din jobsøgning på Jobindex blandt mere end 30.000 ledige stillinger. Opret CV, få tips til ansøgning, jobsamtale eller løn. Hjælp til rekruttering."
282,JOBSTREET.COM PTE LTD,Singapore,Singapore,incredere_ridicata_automat,85.9,821f5497-93e4-11eb-a736-0f5b20ecb2f1,JobStreet,,Malaysia,Kuala Lumpur,,,,Private,1997.0,46000000.0,extracted,1300.0,extracted,Employment Placement Agencies,HR Services,Other Professional Services,https://www.jobstreet.com/,,626565380060.0,https://th.linkedin.com/company/jobstreetsg,Monster provides web-based job searching and recruitment solutions for job seekers.
283,JOHNSON CONTROLS DENMARK APS,Denmark,Aarhus,incredere_ridicata_automat,107.9,b9a72e67-93e4-11eb-8474-3bbe2d07207d,Sabroe,Johnson Controls Denmark ApS.,Denmark,Central Denmark Region,Aarhus Municipality,8270,Christian X's Vej,Private,,55625836.0,modelled,150.0,modelled,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Industrial Goods,Other Capital Goods,https://www.sabroe.com/,irpartssupportdk@jci.com,4525507900.0,,"With Sabroe systems using natural refrigerants like ammonia and carbon dioxide, our industrial cooling and heating customers will obtain energy savings with the most energy-efficient products designed for virtually all types of industrial applications and projects."
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,Singapore,,incredere_ridicata_automat,108.0,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,Jones Lang Lasalle Property Consultants Pte. Ltd.,Singapore,Central,Singapore,178957,Temasek Boulevard,Private,,,,,,Offices of Real Estate Agents and Brokers,Real Estate - Agents & Managers,Real Estate,,,6563372737.0,,Jones Lang Lasalle Property Consultants Pte. Ltd. is a real estate agent/manager based in Singapore.
285,Kahoot! Denmark ApS,Denmark,Copenhagen,incredere_medie_de_verificat,75.0,550c60c0-12c3-11ec-a220-e361c6591423,Kahoot,,,,,,,Private,,,,,,Web Search Portals and All Other Information Services,Software & IT Services,IT&C Services,https://in-kahoot.com/,,,,Kahoot is a popular game-based learning platform. Millions of students use it to learn and teach. Kahoot bot is a great way to make money online.
286,KAMTOWER DANMARK A/S,Denmark,Copenhagen,incredere_ridicata_automat,92.7,4e032ab4-1240-11ec-943a-2bbc08a0d40e,KAMTOWER,KAMTOWER DANMARK A/S.,India,Haryana,Gurugram,,,Private,,,,,,All Other Telecommunications,Telecommunication Services,IT&C Services,https://kamtower.com/,hhk@kamtower.com,4586603505.0,,"Telecom infrastructure management, analysis & design"
287,KANTAR TNS AS,Norway,Oslo,incredere_ridicata_automat,111.0,0013bee4-93e5-11eb-b89f-536884b3e7dd,Kantar,,Norway,Oslo,Oslo,0187,Lakkegata,Private,,46283712.0,modelled,150.0,modelled,Marketing Research and Public Opinion Polling,Marketing & Advertising Agencies,Advertising & Marketing,https://kantar.no/,heidi.stamgaard@kantar.com,4799426846.0,,"Vi identifiserer spesifikke forbedringsområder som hjelper våre kunder å levere produkter og tjenester i tråd med markedets behov og forventninger, - forbedringer som bidrar til vekst."
288,"Kaon Broadband Co.,Ltd.",South Korea,Seongnam-si,incredere_ridicata_automat,111.0,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,KAON BROADBAND,KAON BROADBAND CO. LTD.,South Korea,Gyeonggi,Seongnam-si,13517,,Private,,,,,,All Other Telecommunications,Telecommunication Services,IT&C Services,http://www.kaonbroadband.com/home.do?lang=en,,82317248777.0,https://www.linkedin.com/company/kaon-media,We offer broadband and network solutions worldwide.
289,KERRY FREIGHT PAKISTAN (PRIVATE) LIMITED,Pakistan,,incredere_ridicata_automat,108.0,da7ed6a5-fb93-11ee-aa89-23a399016fc1,Kerry Freight Pakistan PVT LTD.,Kerry Freight Pakistan PVT LTD.,Pakistan,Sindh,Karachi,74400,,Private,,,,,,"General Freight Trucking, Local",Freight Transport,Transport & Warehousing,,,923099059117.0,,"Kerry Freight Pakistan PVT LTD. is a trucking and logistics company based in Karachi, Pakistan."
290,Kerry Logistics Network Limited,Hong Kong,Kwai Chung,incredere_ridicata_automat,107.3,d06cf44c-93e4-11eb-a33a-a3dfba582839,Kerry Logistics,Kerry Logistics Network Limited,Hong Kong,Hong Kong,Hong Kong Island,,,Public,1981.0,6834542080.0,extracted,42000.0,extracted,"General Freight Trucking, Local",Freight Transport,Transport & Warehousing,https://kerrylogistics.com/,contact@kerrylogistics.com,85523901245.0,http://www.linkedin.com/company/kerrylogistics,"Kerry Logistics Network is an Asia-based, global 3PL with a highly diversified business portfolio and the strongest coverage in Asia."
291,KINLY HOLDING AS,Norway,Stavanger,incredere_ridicata_automat,95.2,77ba6e30-c715-11ec-8408-edfa849031e9,Kinly,,United States,Alaska,Tanana,99777,,Private,2020.0,2500000.0,extracted,4.0,extracted,Portfolio Management and Investment Advice,Investment Firms & Consultants,Finance & Insurance,http://bekinly.com/,,18333324323.0,http://www.linkedin.com/company/kinlyofficial,Kinly is a financial services company helping Black America build generational wealth.
292,KINNARPS A/S,Denmark,Brøndby,incredere_ridicata_automat,99.2,b0eab351-93e4-11eb-be5a-4f810ab55f2e,Kinnarps,Kinnarps AB.,Denmark,Capital Region Of Denmark,Brøndbyvester,2605,Roskildevej,Private,1942.0,46535336.0,modelled,150.0,modelled,Office Furniture (except Wood) Manufacturing,Furniture,Home Products,https://www.kinnarps.dk/,info@kinnarps.dk,4529690016.0,https://www.linkedin.com/company/kinnarps-danmark,"Kontorindretning med fokus på design, ergonomi og bæredygtighed. I mere end 75 år har vi leveret helhedsløsninger til kontor, skole og pleje."
293,KLM-ROYAL DUTCH AIRLINES Filial av utenlandsk foretak.,Norway,Oslo,incredere_ridicata_automat,109.1,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,,Norway,Oslo,Oslo,0161,Haakon VII's Gate,Private,,,,,,Other Nonscheduled Air Transportation,Passenger Transport Services,Transport & Warehousing,,,4724132300.0,,"Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk is an airline company based in Oslo, Norway."
294,KM TELECOM DANMARK A/S,Denmark,Fredericia Municipality,incredere_ridicata_automat,111.0,483419e2-93e5-11eb-8474-3bbe2d07207d,KM TELECOM,KM Telecom Danmark A/S. | KM Telecom Belgium BV.,Denmark,Region Of Southern Denmark,Fredericia Municipality,7000,Navervej,Private,,57397932.0,modelled,150.0,modelled,Telecommunications Resellers,Telecommunication Services,IT&C Services,https://km-telecom.com/,mail@km-telecom.com,4563404060.0,https://dk.linkedin.com/company/km-telecom-danmark-a-s,KM Telecom is a market-leader in telecommunication and data-/mobilecoverage. Reflected in a solid 20-year track record of successfully delivering as promised.
295,KMD Venture A/S,Denmark,Ballerup,incredere_ridicata_automat,99.7,04664e62-f73e-11ed-828d-457da4dc0427,Venture Group A/S.,Venture Group A/S.,Denmark,North Denmark Region,Aalborg,9310,Stubmarken,,,,,,,,,,,,4572510500.0,,
296,KODA,Denmark,Copenhagen,incredere_medie_de_verificat,70.9,b8aad003-046a-11ed-b18e-07bfbde14f48,Koda Talent,,United Kingdom,England,London,SW1V 1DE,Wilton Road,Private,,4465146.0,modelled,75.0,modelled,Employment Placement Agencies,HR Services,Other Professional Services,https://www.kodatalent.com/,,46812410412.0,https://www.linkedin.com/company/koda-talent,"Koda Talent provides a dedicated recruitment solution on a subscription-based model, strategically devised, and customised in partnership with your business."
297,KOLEGRUPPEN OST ApS,Denmark,Ishøj Municipality,incredere_ridicata_automat,98.1,48005fb1-93e5-11eb-8474-3bbe2d07207d,Kølegruppen Øst ApS.,Kølegruppen Øst ApS.,Denmark,Central Denmark Region,Silkeborg,8600,Bohrsvej,Private,2008.0,15878717.0,modelled,75.0,modelled,"Plumbing, Heating, and Air-Conditioning Contractors",Finishing Contractors,Construction,https://koelegruppen.dk/,info@koelegruppen.dk,4586818292.0,https://www.linkedin.com/company/17921954,"Argoclima er et italiensk mærke, specialiseret i klimaanlæg fra vedvarende energi til både bolig- og kommercielle markeder, med en række produkter, der lever op til enhver form for anvendelse og behov for aircondition, varme og varmtvandsproduktion."
298,KOMMANDITAKTIESELSKABET FREDERIKSSUND SHOPPINGCENTER,Denmark,Aalborg,incredere_medie_de_verificat,74.8,0367192e-2d03-11ef-952e-0de48eef49d7,Frederikssund St.,,Denmark,Capital Region Of Denmark,Frederikssund,3600,Jernbanegade,Private,,,,,,School and Employee Bus Transportation,Passenger Transport Services,Transport & Warehousing,,,,,"Frederikssund St. is a buses, shuttles & local transit services company based in Frederikssund, Denmark."
299,KORN FERRY (UK) LIMITED,United Kingdom,London,incredere_ridicata_automat,104.5,2a5d0b59-1b05-11ec-8de4-3bb83042adac,Korn Ferry,,United Kingdom,England,London,SW1Y 6QB,Ryder Street,Private,,,,,,Administrative Management and General Management Consulting Services,Business Consulting,Other Professional Services,,,442070249000.0,,"Korn Ferry is a business consulting company based in London, United Kingdom."
300,Kpmg AS Hovedkontor,Norway,Oslo,incredere_medie_de_verificat,75.9,f06c2d62-93e4-11eb-919a-b3f9a5ad205c,Kpmg AS,,Norway,Agder,Vegårshei,4985,Hovlandsveien,Private,,,,,,Other Accounting Services,Accountants & Tax Services,Finance & Insurance,http://www.kpmg.no/,,4737169350.0,,"Kpmg AS is an accounting & bookkeeping services company based in Vegårshei, Norway."
301,KROLL ASSOCIATES U.K. LIMITED,United Kingdom,London,incredere_ridicata_automat,81.0,52c95451-18ff-11f0-b726-e3ae0b5c2c98,Kroll,Kroll OnTrack Inc. | Kroll LLC.,United Kingdom,England,London,SE1 9SG,London Bridge Street,Private,1932.0,,,,,Portfolio Management and Investment Advice,Investment Firms & Consultants,Finance & Insurance,https://krollescrow.com/en/services/agency-and-trustee-services/escrow-agent.html,mediarelations@kroll.com,12125230590.0,https://www.linkedin.com/company/kroll,"Kroll Agency and Trustee Services provides independent, highly efficient escrow agent and paying agent services including provision of a user-friendly form agreement, 24-hour know your customer (KYC) turnaround and on-hand deposit accounts. Contacct us."
302,Kromann Reumert,Denmark,Copenhagen,incredere_ridicata_automat,111.0,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Kromann Reumert,,Denmark,Capital Region Of Denmark,Copenhagen,2100,Sundkrogsgade,Private,1994.0,104010784.0,modelled,620.0,extracted,Offices of Lawyers,Lawyers,Legal,https://kromannreumert.com/,mail@kromannreumert.com,442079203030.0,https://www.linkedin.com/company/kromann-reumert,"Kromann Reumert is the leading full service law firm in Denmark with offices in Copenhagen, Aarhus and London."
303,LOXYSOFT AS,Norway,Oslo,incredere_ridicata_automat,93.1,ccb5e8c5-49ac-11ef-9397-29a989c8ce8f,Loxysoft,Loxysoft AB.,Sweden,Jämtland County,Östersunds Kommun,831 32,,Private,1989.0,500000.0,extracted,,,All Other Telecommunications,Telecommunication Services,IT&C Services,https://www.loxysoft.se/,,,,Loxysoft develops computer based solutions that streamline corporate phone systems by integrating them with computer systems.
304,LEASE PLAN FINANS A/S,Denmark,Brøndby,incredere_medie_de_verificat,68.7,b62def1d-09ce-11ed-b7b2-8da18dc3cc6a,LEASE A BOX,LEASE A BOX ApS.,Denmark,Capital Region Of Denmark,Helsinge,3200,Kæderupvej,Private,,772224.0,modelled,15.0,modelled,General Warehousing and Storage,"Warehousing, Logistics & Support",Transport & Warehousing,https://www.leaseabox.dk/,info@leaseabox.dk,4553372212.0,,LEASE A BOX lagerhotel i Helsinge – Bestil fleksible og sikre opbevaringsløsninger online til både private og erhverv. Lej et depotrum på under 5 minutter.
305,LeasePlan Sverige AB,Sweden,Solna,incredere_ridicata_automat,95.6,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,Leaseplan,,Sweden,Stockholm County,Solna,169 67,,,1995.0,9000000.0,extracted,1.0,extracted,,,,https://www.leaseplan.se/,,4684702600.0,,"Leaseplan provides operational car leasing, fleet management and insurance services."
306,LEOCH BATTERY PTE. LTD.,Singapore,Singapore,incredere_ridicata_automat,111.0,9b2222a0-9c13-11ec-a427-3716f54dd1e5,LEOCH Battery,Leoch Battery Pte Ltd.,Singapore,Central,Singapore,638118,Tech Park Crescent,Private,1999.0,20758510.0,modelled,55.0,extracted,Battery Manufacturing,Other Nondurable Products,Other Nondurable Products,http://leoch.sg/,marketing.apac@leoch.com,6568636078.0,http://www.linkedin.com/company/leochbatterysg,"LEOCH Battery is a Singapore-based company that specialises in the research and development, manufacturing, sales and marketing of a variety of lead-acid batteries. We export batteries through a network of subsidiaries and warehouses in different parts of the world. Visit us today !"
307,LINKEDIN IRELAND UNLIMITED COMPANY,Ireland,Dublin 2,incredere_ridicata_automat,94.0,87a7dad6-cd82-11ec-b775-d339108ca9d0,LinkedIn Ireland Unlimited Company,LinkedIn Ireland Unlimited Company,Czechia,Southeast,Brno,617 00,Hněvkovského,Private,1993.0,3201810.0,modelled,30.0,modelled,Electronics and Appliance Retailers,Consumer Electronics & Appliances,Electronics & Appliances,https://schmuckhilft.info/,info@roboticky-vysavac.cz,420220770770.0,,"Pokud potřebujete pomoc s reklamací, servisem, nebo chcete využít možnosti vrácení produktu, můžete tak učinit on-line z pohodlí vašeho domova na odkazu níže."
309,L.M. Ericsson Bangladesh Ltd.,Bangladesh,,incredere_ridicata_automat,105.8,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson Bangladesh Ltd.,LM Ericsson Bangladesh Ltd.,Bangladesh,Chattogram Division,Chattogram,4000,Badamtali Circle,,,,,,,,,,,,,,
311,LOYALTY AS,Norway,Oslo,incredere_ridicata_automat,111.0,3700913b-93e5-11eb-a746-fdabd18be9c6,Loyalty,Loyalty Nordic AB.,Norway,Oslo,Oslo,0872,Maridalsveien,Private,1995.0,17581424.0,modelled,180.0,extracted,Telemarketing Bureaus and Other Contact Centers,Marketing & Advertising Agencies,Advertising & Marketing,https://www.loyalty.no/,post@loyalty.no,4741846306.0,https://www.linkedin.com/company/loyalty-as,"Loyalty tilbyr profesjonell outsourcing og co-sourcing av tjenester innen kundeservice, møtebooking og salg. Vårt mål er å støtte bedrifter i deres vekst og å bygge sterke kunderelasjoner. Besøk vår nettside på for å utforske våre løsninger tilpasset det nordiske markedet."
312,MAKIO ApS,Denmark,Copenhagen,incredere_ridicata_automat,108.6,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,MAKIO,Makio ApS.,Denmark,Capital Region Of Denmark,Copenhagen Municipality,1127,Hauser Plads,Private,,6598815.0,modelled,75.0,modelled,Employment Placement Agencies,HR Services,Other Professional Services,https://makio.dk/,hej@makio.dk,4588744912.0,https://www.linkedin.com/company/makio,Står du for at skulle opsige en medarbejder ?Eller er du lige blevet opsagt og har brug for sparring og rådgivning ?Så kontakt Makio i dag.
313,Manpower Student AB,Sweden,Solna,incredere_ridicata_automat,107.6,08a4ec24-1dae-11ef-8102-a3abbe72141e,Manpower Visby,Manpower Student AB. | Manpower Ab.,Sweden,Stockholm County,Stockholm,111 21,,Private,,483539.0,modelled,7.0,extracted,Employment Placement Agencies,HR Services,Other Professional Services,,,4620376376.0,http://www.linkedin.com/company/manpower-student-ab,"Manpower Visby is a hr consulting & employment agency based in Stockholm, Sweden."
314,MANPOWER AS,Norway,Oslo,incredere_ridicata_automat,111.0,753387b2-93e4-11eb-aa66-9b8d95e2171b,MANPOWER,,Norway,Oslo,Oslo,0187,Lakkegata,Private,1965.0,487000.0,extracted,4000.0,extracted,Temporary Help Services,HR Services,Other Professional Services,https://www.manpower.no/nb,,4722018000.0,https://www.linkedin.com/company/manpower-norway,"Manpower is a leading supplier of staffing solutions, both nationally and globally."
315,Mapspeople A/S,Denmark,Nørresundby,incredere_ridicata_automat,111.0,9e655640-93e4-11eb-a736-0f5b20ecb2f1,MapsPeople,MapsPeople A/S,Denmark,North Denmark Region,Nørresundby,9400,Stigsborgvej,Private,1897.0,6800000.0,extracted,130.0,extracted,Computer Systems Design Services,Software & IT Services,IT&C Services,https://www.mapspeople.com/,pc@mapspeople.com,4553577100.0,http://www.linkedin.com/company/mapspeople,"MapsIndoors can add value to large venues across all industries including corporate offices, stadiums, retail, conference centers, airports, and educational institutions."
316,MARKEDSSJEFENE AS,Norway,Oslo,incredere_ridicata_automat,111.0,49eaca92-93e5-11eb-a33a-a3dfba582839,Markedssjefene,,Norway,Oslo,Oslo,0164,Kristian Augusts Gate,Private,2013.0,12960193.0,modelled,38.0,extracted,Marketing Consulting Services,Marketing & Advertising Agencies,Advertising & Marketing,https://www.markedssjefene.no/,kontakt@markedssjefene.no,4724022221.0,http://www.linkedin.com/company/markedssjefene,Markedssjefene is a consulting firm delivering marketing for hire. Our service is tailored for companies in need of dynamic and flexible marketing resources.
318,MARSH & MCLENNAN AGENCIES AS,Norway,Oslo,incredere_ridicata_automat,80.8,953c0129-060a-11ec-94fc-9b7b69f43bc0,Pure Agency,,Norway,Oslo,Oslo,0268,Heia,Private,,6186491.0,modelled,15.0,modelled,Interior Design Services,Architecture & Planning,Architecture & Engineering Services,https://pureagency.no/,ida@pureagency.no,4799446006.0,,Pure Agency is a Norwegian design and interior agency representing ferm LIVING and L:A BRUKET.
319,Maven Wireless Sweden AB,Sweden,Stockholms Kommun,incredere_ridicata_automat,111.0,86550f01-93e4-11eb-97db-273ba5953680,Maven Wireless,Maven Wireless Sweden AB. | Maven Wireless Inc. | Maven Wireless AB.,Sweden,Stockholm County,Stockholms Kommun,164 40,Torshamnsgatan,Private,2016.0,1600000.0,extracted,51.0,extracted,Wireless Telecommunications Carriers (except Satellite),Telecommunication Services,IT&C Services,https://mavenwireless.com/,info@mavenwireless.com,4687604300.0,https://www.linkedin.com/company/maven-wireless,"Leading Innovator In Wireless Coverage Solutions We offer end-to-end digital solutions with outstanding performance. Our products ensure wireless coverage for cellular and public safety services in buildings, tunnels, metros, stadiums, on trains and more."
320,MAVENIR SYSTEMS AB,Sweden,Solna,incredere_ridicata_automat,107.6,8a8769f3-f8b6-11ed-9214-3d96876bd85b,Mavenir Systems AB.,Mavenir Systems AB.,Sweden,Stockholm County,Stockholm,111 29,Fredsgatan,Private,,,,,,General Medical and Surgical Hospitals,Hospitals & Clinics,Health Care & Social Assistance,,,,,"Mavenir Systems AB. is a surgeons & physicians clinic based in Stockholm, Sweden."
321,MAVENIR SYSTEMS LIMITED,United Kingdom,Reading,incredere_ridicata_automat,106.0,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,Mavenir Systems Inc. | 6740 HubSpot Inc.,United Kingdom,England,Henley-on-Thames,RG9 1AY,Station Road,Private,,,,,,Marketing Consulting Services,Marketing & Advertising Agencies,Advertising & Marketing,https://postsell.trade/,sales@ultravioletpools.com,917127182008.0,,"Learn how on structure your sales compensation plan, from paying commissions and determining a rep's total salary into driving this right behaviors."
322,MAVENIR SYSTEMS UK LIMITED,United Kingdom,Reading,incredere_ridicata_automat,101.5,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,Mavenir Systems Inc. | 6740 HubSpot Inc.,United Kingdom,England,Henley-on-Thames,RG9 1AY,Station Road,Private,,,,,,Marketing Consulting Services,Marketing & Advertising Agencies,Advertising & Marketing,https://postsell.trade/,sales@ultravioletpools.com,917127182008.0,,"Learn how on structure your sales compensation plan, from paying commissions and determining a rep's total salary into driving this right behaviors."
323,Measat Satellite Systems Sdn. Bhd.,Malaysia,Sepang,incredere_ridicata_automat,106.6,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1,MEASAT,MEASAT Satellite Systems Sdn Bhd. | Binariang Satellite Systems Sdn. Bhd.,Malaysia,Selangor,Cyberjaya,63000,Jalan Teknokrat 4,Private,1992.0,10000000.0,extracted,210.0,extracted,Satellite Telecommunications,Telecommunication Services,IT&C Services,http://www.measat.com/,dpo@measat.com,60382132188.0,http://www.linkedin.com/company/measat,"From cellular backhaul and corporate networks to high-speed broadband internet, we cater to the needs of diverse clients, including government, telecommunications companies, maritime and oil & gas industries, enterprises, and small and medium-sized businesses."
324,Media Times Limited,Pakistan,Lahore District,incredere_ridicata_automat,108.4,37de0385-e6d6-11ed-8bb1-3d6aecbca671,Media Times Ltd.,Media Times Ltd.,Pakistan,Punjab,Lahore,54000,Hali Road,Private,,,,,,All Other Telecommunications,Telecommunication Services,IT&C Services,,,,,"Media Times Ltd. is a telecommunications company based in Lahore, Pakistan."
325,MEISEL EIENDOM AS,Norway,Lier,incredere_ridicata_automat,88.0,ca6898fe-0d75-11ec-bc3a-abf705312cc2,Meisel AS,,Norway,,,,,,,,,,,,,,http://meisel.no/,,,http://www.linkedin.com/company/meisel-as,
326,META PLATFORMS IRELAND LIMITED,Ireland,,incredere_ridicata_automat,88.9,09c2af49-70c7-11ed-85e1-112a33b44ac8,Meta Platforms,,,,,,,Private,,,,,,Offices of Mental Health Practitioners (except Physicians),Mental Health Specialists,Health Care & Social Assistance,https://psyfurmanova.com/,natzayts@mail.ru,,,"Принятие решения о переезде в другую страну, регуляция стресса в процессе, до и после переезда, адаптация жизни в новых реалиях, обретение опор."
327,MICROSOFT IRELAND OPERATIONS LIMITED,Ireland,Dublin,incredere_ridicata_automat,111.0,146bd77c-4d69-11ed-b869-0b9c3de59569,Microsoft Ireland Operations,,Ireland,Leinster,Dublin,D04 R674,Barrow Street,Private,,,,,,Jewelry Retailers,"Watches, Jewelry & Accessories","Apparel, Accessories & Footwear",https://nowubuy.shop/,cusassist@outlook.com,,,We are a passionate team dedicated to providing high-quality products and excellent customer service. Our Mission:Our mission is to provide our customers with the best shopping experience possible.
328,MICROSOFT NORGE AS,Norway,Oslo,incredere_ridicata_automat,96.7,4c721116-1afb-11ec-8511-032f81df2a60,Microsoft Norway,,Norway,Oslo,Oslo,0194,Dronning Eufemias Gate,Private,,,,,,Computer Systems Design Services,Software & IT Services,IT&C Services,http://www.microsoft.no/?opi=79508299&sa=U&ved=0ahUKEwij7OnH_6OMAxVSR2wGHUtXKMIQ61gIFCgQ&usg=AOvVaw28aI1DCJkLpz6OLarH1_XD,,4723500500.0,,"Microsoft Norway is a tech company based in Oslo, Norway."
329,MICROSOFT REGIONAL SALES PTE. LTD.,Singapore,Singapore,incredere_ridicata_automat,108.0,bbfc7c57-a379-11ed-8bd9-e537e5b659ad,Microsoft Regional Sales Corporation,Microsoft Regional Sales Corporation,Singapore,Southwest,,119968,Alexandra Road,,,,,,,,,,,,6563709000.0,,
330,ABC KANTINEAUTOMATER ApS,Denmark,Høje-Taastrup Municipality,incredere_ridicata_automat,80.2,2c53d1f1-6cf9-11ec-a598-5f2181f71be8,ABC Spilleautomater,,Denmark,Capital Region Of Denmark,Frederiksberg,2000,Vagtelvej,Private,,,,,,Casinos (except Casino Hotels),Casino & Betting,"Arts, Entertainment & Recreation",https://abcspilleautomater.dk/,mail@abcbillard.dk,4540206664.0,,"Ved opstilling af spilleautomater, kan vi samtidig levere et Søren Søgaard royal de luxe billard m. varme og 50 mm. skifersten, i opstillingsperioden, inkl. 1 ombetrækning årlig."
331,NW GRUPPEN A/S,Denmark,Hedensted,incredere_ridicata_automat,84.8,008645a7-332c-11ec-ba1b-799c0ee08065,SJ Gruppen,Sj Gruppen ApS.,Denmark,Region Of Southern Denmark,Faaborg,5600,Mørkebjergvej,Private,,19908272.0,modelled,75.0,modelled,Metal Tank (Heavy Gauge) Manufacturing,Industrial Goods,Other Capital Goods,https://www.sj-container.dk/,post@sj-container.dk,4563614050.0,,Containere & vogne til entreprenør & landbrug i Danmark Kontakt os nu
332,"MIXPANEL, INC.",United States,San Francisco,incredere_ridicata_automat,111.0,740de470-cf7a-11ec-8f8e-bde829059b5f,Mixpane,Mixpanel UK Limited and Mixpanel APAC Pte.,United States,California,San Francisco,94111,,Private,2019.0,,,,,Software Publishers,Software & IT Services,IT&C Services,http://cosmic-star.net/,support@mixpanel.com,,https://www.linkedin.com/company/mixpanel-inc-,"Mixpanel's Startup Program grants early-stage startups $50, 000 in credits towards our Growth Plan—valid for one year. Find out if your startup is eligible here."
333,MNEMONIC AS,Norway,Oslo,incredere_ridicata_automat,111.0,b86d48c0-b500-11ec-92c5-7f4ee7009bc8,mnemonic AS.,,Norway,Oslo,Oslo,0255,Henrik Ibsens Gate,Private,2000.0,50000000.0,extracted,420.0,extracted,Computer Systems Design Services,Software & IT Services,IT&C Services,https://www.mnemonic.io/,contact@mnemonic.io,4723204700.0,https://www.linkedin.com/company/mnemonic,"Mnemonic helps businesses manage their security risks, protect their data and defend against cyber threats."
