input_row_key,input_company_name,input_country,input_city,n_candidates,chosen_veridion_id,chosen_company_name,chosen_country,chosen_city,chosen_website,match_score,runner_up_score,score_gap,distinctive_token_overlap,confidence_tier,review_action,review_note
247,HUBER+SUHNER A/S,DK,Furesø Municipality,5,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber Suhner A/S.,DK,Værløse,,105.9,86.2,19.7,True,incredere_ridicata_automat,,
248,Huber+Suhner AG,CH,Herisau,5,30069d60-1403-11ec-a8a5-7542bec9389d,Huber Suhner AG,CH,Pfäffikon,exhubersuhner.ch,105.8,105.4,0.4,True,incredere_ridicata_automat,,
249,HUBER+SUHNER ELECTRONICS PRIVATE LIMITED,IN,New Delhi,5,a4c60a21-72d7-11ec-b85d-b984c6bb12f3,HUBER SUHNER,,,hubersuhner.blogspot.com,83.3,76.8,6.5,True,incredere_ridicata_automat,,
250,Hum Network Limited,PK,Saddar Town,5,395074a2-93e5-11eb-a746-fdabd18be9c6,Hum Network,PK,Karachi Division,humnetwork.tv,106.3,100.0,6.3,True,incredere_ridicata_automat,,
251,Human Edge Management AG,CH,Basel,5,14161f0e-93e5-11eb-97db-273ba5953680,Human Edge,CH,Basel,human-edge.com,111.0,84.4,26.6,True,incredere_ridicata_automat,,
252,Hydro Energi AS,NO,Oslo,5,f035adb0-d13e-11ec-a4fa-c3f40e4b757a,Hydro Rein,NO,Oslo,hydrorein.com,73.3,69.2,4.1,True,incredere_medie_de_verificat,,
253,IBM DANMARK A/S,DK,,5,ccf0aeb1-1b03-11ec-a15b-458b278fe121,IBM CIC.,DK,Copenhagen,,89.9,85.4,4.5,False,verificat_manual,corectat,"Am corectat catre 'IBM CIC.' (numele propriu al filialei daneze IBM) in loc de 'SJEC', care se potrivise doar pe sufixul generic 'Danmark A/S'"
254,Idemia France SAS,FR,,5,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA France SAS.,FR,Courbevoie,bioscrypt.com,108.0,84.1,23.9,True,incredere_ridicata_automat,,
255,OBERTHUR TECHNOLOGIES NORWAY AS,NO,Stavanger,5,03831c14-93e5-11eb-a33a-a3dfba582839,Oberthur Technologies,FR,Paris,oberthur.com,86.6,86.5,0.1,True,incredere_ridicata_automat,,
256,"IKANO BANK, FILIAL AF IKANO BANK AB (PUBL), SVERIGE",DK,Glostrup,5,16d6c5a0-93e5-11eb-90d2-e3355a7e800b,Ikano Bank,DK,Glostrup,ikanobank.dk,83.7,83.7,0.0,True,incredere_ridicata_automat,,
257,Imi Mobile Vas Limited,BD,,5,25bf4898-a69a-11ec-9108-57519746fb39,IMI Mobile VAS Ltd FZE,GB,London,,88.8,75.4,13.4,True,incredere_ridicata_automat,,
258,IMIMOBILE EUROPE LIMITED,GB,London,5,25bf4898-a69a-11ec-9108-57519746fb39,IMI Mobile VAS Ltd FZE,GB,London,,111.0,111.0,0.0,True,incredere_ridicata_automat,,
259,INDEPENDENT MEDIA CORPORATION (PRIVATE) LIMITED.,PK,Karachi,5,c2a15e50-d5c4-11ee-b607-b56d5b475a9b,Independent Pak Media,PK,Gojra,,98.5,81.5,17.0,True,incredere_ridicata_automat,,
260,INFINERA CORPORATION,US,San Jose,5,3eb2bbab-17c0-11f0-af94-ddfd1c46b53d,INFINERA CORP,US,San Jose,infinerac.xyz,111.0,111.0,0.0,True,incredere_ridicata_automat,,
261,INFOMEDIA A/S,DK,Copenhagen,5,74b0872f-c6bc-11ec-9cce-25d31d8cde64,INFOMEDIAAN,DK,Copenhagen Municipality,infomedia.fi,108.6,101.9,6.7,True,incredere_ridicata_automat,,
262,INFOSYS LIMITED,IN,Bengaluru,5,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited,IN,Bengaluru,,111.0,99.9,11.1,True,incredere_ridicata_automat,,
263,Ingram Micro Mobility Sweden AB,SE,,5,05627bc4-2d4f-11ed-950e-251a58e3dabf,Ingram Micro,,,dcposingram.com,80.0,80.0,0.0,True,incredere_ridicata_automat,,
264,inlumi ApS,DK,Ballerup Municipality,5,72c0cb60-0a5c-11ed-93fa-95e7af8bdf7c,InLumi DOT,DK,Assens Municipality,inlumidot.dk,83.5,81.0,2.5,True,incredere_ridicata_automat,,
265,INSIDER SECURITY PTE. LTD.,SG,Singapore,5,b99023f2-93e4-11eb-a33a-a3dfba582839,InsiderSecurity,SG,,insidersecurity.co,108.0,93.7,14.3,True,incredere_ridicata_automat,,
266,INTEGRITY RISK INTERNATIONAL LLC,US,Reston,5,99015501-93e4-11eb-b4a6-27899be4e45d,Integrity Risk International,US,Reston,integrityriskintl.com,111.0,93.2,17.8,True,incredere_ridicata_automat,,
267,Intouch Insight Inc.,CA,Ottawa,5,886a8187-93e4-11eb-b4a6-27899be4e45d,Intouch Insight,CA,Ottawa,intouchinsight.com,111.0,94.8,16.2,True,incredere_ridicata_automat,,
268,Intrum Debt Finance AG,CH,Zoug,5,daa75cd0-93e4-11eb-8474-3bbe2d07207d,Intrum,CH,Schwerzenbach,intrum.ch,82.2,78.8,3.4,True,incredere_ridicata_automat,,
269,ADVIS A/S,DK,Copenhagen,5,0cdd9ee4-04c2-11ec-88e6-abf0591e0a83,Advis,SE,,advis.se,80.7,79.3,1.4,True,incredere_ridicata_automat,,
270,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,SG,,5,9b3460e0-4e9a-11ef-9005-197c1f23de9c,IPG Mediabrands APAC,SG,Singapore,,84.8,82.5,2.3,True,incredere_ridicata_automat,,
271,Ipsos Sdn. Bhd.,MY,,5,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Sdn Bhd.,MY,Kuala Lumpur,,108.0,108.0,0.0,True,incredere_ridicata_automat,,
272,ISS Facility Services A/S,DK,Gladsaxe Municipality,5,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,ISS Facility Services Ltd.,DK,Gladsaxe Municipality,frontend-issworld-demo.vercel.app,106.7,105.9,0.8,True,incredere_ridicata_automat,,
273,ISS FACILITY SERVICES AB,SE,,5,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services AB.,SE,Västervik,,108.0,105.0,3.0,True,incredere_ridicata_automat,,
274,ISS FACILITY SERVICES AS,NO,Oslo,5,efbe1611-263f-11ec-b5b4-bfd9daeb9f18,ISS Facility Services AS,NO,Oslo,kantinebetaling.no,111.0,104.8,6.2,True,incredere_ridicata_automat,,
275,ISS GLOBAL A/S,DK,Gladsaxe Municipality,5,c2b80b00-93e4-11eb-a33a-a3dfba582839,ISS,DK,Søborg,issworld.com,105.4,74.1,31.3,True,incredere_ridicata_automat,,
276,ITECTRA A/S,DK,Aalborg Municipality,5,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,Itectra,DK,Aalborg,itectra.com,108.1,81.9,26.2,True,incredere_ridicata_automat,,
277,JACK OF DIGITAL (PRIVATE) LIMITED,PK,Saddar Town,5,aceeb54f-027f-11ec-adbd-5ff720d6d289,Jack of Digital,PK,Saddar Town,jackofdigital.com,111.0,68.5,42.5,True,incredere_ridicata_automat,,
278,AEON DANMARK A/S,DK,Vejle,5,9a231582-f08a-11ee-bb80-a5cc5b62150c,Aeongroup,DK,Copenhagen,aeongroup.io,85.9,70.2,15.7,True,incredere_ridicata_automat,,
279,Jastel Network Co Ltd,TH,Pak Kret City Municipality,5,7f176bc0-93e4-11eb-a746-fdabd18be9c6,Jastel,TH,Nonthaburi City Municipality,jastel.co.th,109.2,75.0,34.2,True,incredere_ridicata_automat,,
280,JLL Corporate Solutions AB,SE,,5,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,SE,Stockholm,,108.0,75.7,32.3,True,incredere_ridicata_automat,,
281,JOB-INDEX A/S,DK,Copenhagen,5,059cad4c-93e5-11eb-a33a-a3dfba582839,Jobindex,DK,Frederiksberg,jobindex.dk,86.9,82.0,4.9,False,verificat_manual,corectat,Am corectat catre inregistrarea reala Jobindex A/S (jobindex.dk) - verificat pe google. Scriptul alesese o alta inregistrare 'Jobindex' cu link stricat
282,JOBSTREET.COM PTE LTD,SG,Singapore,5,821f5497-93e4-11eb-a736-0f5b20ecb2f1,JobStreet,MY,,jobstreet.com,85.9,85.9,0.0,True,incredere_ridicata_automat,,
283,JOHNSON CONTROLS DENMARK APS,DK,Aarhus,5,b9a72e67-93e4-11eb-8474-3bbe2d07207d,Sabroe,DK,Aarhus Municipality,sabroe.com,107.9,102.2,5.7,True,incredere_ridicata_automat,,
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,SG,,5,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,SG,Singapore,,108.0,89.6,18.4,True,incredere_ridicata_automat,,
285,Kahoot! Denmark ApS,DK,Copenhagen,5,550c60c0-12c3-11ec-a220-e361c6591423,Kahoot,,,in-kahoot.com,75.0,75.0,0.0,True,incredere_medie_de_verificat,,
286,KAMTOWER DANMARK A/S,DK,Copenhagen,5,4e032ab4-1240-11ec-943a-2bbc08a0d40e,KAMTOWER,IN,Gurugram,kamtower.com,92.7,49.7,43.0,True,incredere_ridicata_automat,,
287,KANTAR TNS AS,NO,Oslo,5,0013bee4-93e5-11eb-b89f-536884b3e7dd,Kantar,NO,Oslo,kantar.no,111.0,87.5,23.5,True,incredere_ridicata_automat,,
288,"Kaon Broadband Co.,Ltd.",KR,Seongnam-si,5,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,KAON BROADBAND,KR,Seongnam-si,kaonbroadband.com,111.0,93.5,17.5,True,incredere_ridicata_automat,,
289,KERRY FREIGHT PAKISTAN (PRIVATE) LIMITED,PK,,5,da7ed6a5-fb93-11ee-aa89-23a399016fc1,Kerry Freight Pakistan PVT LTD.,PK,Karachi,,108.0,98.7,9.3,True,incredere_ridicata_automat,,
290,Kerry Logistics Network Limited,HK,Kwai Chung,5,d06cf44c-93e4-11eb-a33a-a3dfba582839,Kerry Logistics,HK,Hong Kong Island,kerrylogistics.com,107.3,94.0,13.3,True,incredere_ridicata_automat,,
291,KINLY HOLDING AS,NO,Stavanger,5,77ba6e30-c715-11ec-8408-edfa849031e9,Kinly,US,Tanana,bekinly.com,95.2,94.0,1.2,True,incredere_ridicata_automat,,
292,KINNARPS A/S,DK,Brøndby,5,b0eab351-93e4-11eb-be5a-4f810ab55f2e,Kinnarps,DK,Brøndbyvester,kinnarps.dk,99.2,92.5,6.7,True,incredere_ridicata_automat,,
293,KLM-ROYAL DUTCH AIRLINES Filial av utenlandsk foretak.,NO,Oslo,5,db8d8f95-f669-11ed-a149-9b392686bc00,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,NO,Oslo,,109.1,92.3,16.8,True,incredere_ridicata_automat,,
294,KM TELECOM DANMARK A/S,DK,Fredericia Municipality,5,483419e2-93e5-11eb-8474-3bbe2d07207d,KM TELECOM,DK,Fredericia Municipality,km-telecom.com,111.0,84.6,26.4,True,incredere_ridicata_automat,,
295,KMD Venture A/S,DK,Ballerup,5,04664e62-f73e-11ed-828d-457da4dc0427,Venture Group A/S.,DK,Aalborg,,99.7,85.8,13.9,True,incredere_ridicata_automat,,
296,KODA,DK,Copenhagen,5,b8aad003-046a-11ed-b18e-07bfbde14f48,Koda Talent,GB,London,kodatalent.com,70.9,48.3,22.6,True,incredere_medie_de_verificat,,
297,KOLEGRUPPEN OST ApS,DK,Ishøj Municipality,5,48005fb1-93e5-11eb-8474-3bbe2d07207d,Kølegruppen Øst ApS.,DK,Silkeborg,koelegruppen.dk,98.1,86.1,12.0,True,incredere_ridicata_automat,,
298,KOMMANDITAKTIESELSKABET FREDERIKSSUND SHOPPINGCENTER,DK,Aalborg,5,0367192e-2d03-11ef-952e-0de48eef49d7,Frederikssund St.,DK,Frederikssund,,74.8,64.5,10.3,True,incredere_medie_de_verificat,,
299,KORN FERRY (UK) LIMITED,GB,London,5,2a5d0b59-1b05-11ec-8de4-3bb83042adac,Korn Ferry,GB,London,,104.5,99.2,5.3,True,incredere_ridicata_automat,,
300,Kpmg AS Hovedkontor,NO,Oslo,5,f06c2d62-93e4-11eb-919a-b3f9a5ad205c,Kpmg AS,NO,Vegårshei,kpmg.no,75.9,65.6,10.3,True,incredere_medie_de_verificat,,
301,KROLL ASSOCIATES U.K. LIMITED,GB,London,5,52c95451-18ff-11f0-b726-e3ae0b5c2c98,Kroll,GB,London,krollescrow.com,81.0,75.8,5.2,True,incredere_ridicata_automat,,
302,Kromann Reumert,DK,Copenhagen,5,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Kromann Reumert,DK,Copenhagen,kromannreumert.com,111.0,105.1,5.9,True,incredere_ridicata_automat,,
303,LOXYSOFT AS,NO,Oslo,5,ccb5e8c5-49ac-11ef-9397-29a989c8ce8f,Loxysoft,SE,Östersunds Kommun,loxysoft.se,93.1,75.0,18.1,True,incredere_ridicata_automat,,
304,LEASE PLAN FINANS A/S,DK,Brøndby,5,b62def1d-09ce-11ed-b7b2-8da18dc3cc6a,LEASE A BOX,DK,Helsinge,leaseabox.dk,68.7,64.1,4.6,True,incredere_medie_de_verificat,,
305,LeasePlan Sverige AB,SE,Solna,5,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,Leaseplan,SE,Solna,leaseplan.se,95.6,78.3,17.3,True,incredere_ridicata_automat,,
306,LEOCH BATTERY PTE. LTD.,SG,Singapore,5,9b2222a0-9c13-11ec-a427-3716f54dd1e5,LEOCH Battery,SG,Singapore,leoch.sg,111.0,96.0,15.0,True,incredere_ridicata_automat,,
307,LINKEDIN IRELAND UNLIMITED COMPANY,IE,Dublin 2,5,87a7dad6-cd82-11ec-b775-d339108ca9d0,LinkedIn Ireland Unlimited Company,CZ,Brno,schmuckhilft.info,94.0,93.4,0.6,True,incredere_ridicata_automat,,
308,LINKEDIN SINGAPORE PTE. LTD.,SG,Singapore,5,,,,,,107.5,99.0,8.5,False,nerezolvat_nu_e_in_esantion,nerezolvat,"Toti cei 5 candidati sunt grupuri de intalniri 'LinkedIn Local [Oras]', nu firma reala LinkedIn din Singapore"
309,L.M. Ericsson Bangladesh Ltd.,BD,,5,8fc467df-1b06-11ec-a68d-499e0c2c3a34,LM Ericsson Bangladesh Ltd.,BD,Chattogram,,105.8,79.3,26.5,True,incredere_ridicata_automat,,
310,SCANOPTIK A/S,DK,Aalborg,5,,,,,,66.8,53.0,13.8,False,nerezolvat_nu_e_in_esantion,nerezolvat,'Scan. Tek. Optik' e din alt oras si pare alta firma; nu sunt sigur ca e aceeasi companie
311,LOYALTY AS,NO,Oslo,5,3700913b-93e5-11eb-a746-fdabd18be9c6,Loyalty,NO,Oslo,loyalty.no,111.0,86.8,24.2,True,incredere_ridicata_automat,,
312,MAKIO ApS,DK,Copenhagen,5,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,MAKIO,DK,Copenhagen Municipality,makio.dk,108.6,66.4,42.2,True,incredere_ridicata_automat,,
313,Manpower Student AB,SE,Solna,5,08a4ec24-1dae-11ef-8102-a3abbe72141e,Manpower Visby,SE,Stockholm,,107.6,95.4,12.2,True,incredere_ridicata_automat,,
314,MANPOWER AS,NO,Oslo,5,753387b2-93e4-11eb-aa66-9b8d95e2171b,MANPOWER,NO,Oslo,manpower.no,111.0,82.6,28.4,True,incredere_ridicata_automat,,
315,Mapspeople A/S,DK,Nørresundby,5,9e655640-93e4-11eb-a736-0f5b20ecb2f1,MapsPeople,DK,Nørresundby,mapspeople.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
316,MARKEDSSJEFENE AS,NO,Oslo,5,49eaca92-93e5-11eb-a33a-a3dfba582839,Markedssjefene,NO,Oslo,markedssjefene.no,111.0,41.7,69.3,True,incredere_ridicata_automat,,
317,JLT Denmark A/S,DK,Lyngby-Taarbæk Municipality,5,,,,,,83.2,73.7,9.5,False,nerezolvat_nu_e_in_esantion,nerezolvat,'Colas Danmark' s-a potrivit doar pe sufixul generic 'Danmark A/S'; nu e JLT
318,MARSH & MCLENNAN AGENCIES AS,NO,Oslo,5,953c0129-060a-11ec-94fc-9b7b69f43bc0,Pure Agency,NO,Oslo,pureagency.no,80.8,73.6,7.2,True,incredere_ridicata_automat,,
319,Maven Wireless Sweden AB,SE,Stockholms Kommun,5,86550f01-93e4-11eb-97db-273ba5953680,Maven Wireless,SE,Stockholms Kommun,mavenwireless.com,111.0,82.0,29.0,True,incredere_ridicata_automat,,
320,MAVENIR SYSTEMS AB,SE,Solna,5,8a8769f3-f8b6-11ed-9214-3d96876bd85b,Mavenir Systems AB.,SE,Stockholm,,107.6,94.4,13.2,True,incredere_ridicata_automat,,
321,MAVENIR SYSTEMS LIMITED,GB,Reading,5,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,GB,Henley-on-Thames,postsell.trade,106.0,94.8,11.2,True,incredere_ridicata_automat,,
322,MAVENIR SYSTEMS UK LIMITED,GB,Reading,5,778051d9-057a-11ec-b41b-d7058b59cf68,Mavenir Systems Inc.,GB,Henley-on-Thames,postsell.trade,101.5,90.3,11.2,True,incredere_ridicata_automat,,
323,Measat Satellite Systems Sdn. Bhd.,MY,Sepang,5,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1,MEASAT,MY,Cyberjaya,measat.com,106.6,73.7,32.9,True,incredere_ridicata_automat,,
324,Media Times Limited,PK,Lahore District,5,37de0385-e6d6-11ed-8bb1-3d6aecbca671,Media Times Ltd.,PK,Lahore,,108.4,69.3,39.1,True,incredere_ridicata_automat,,
325,MEISEL EIENDOM AS,NO,Lier,5,ca6898fe-0d75-11ec-bc3a-abf705312cc2,Meisel AS,NO,,meisel.no,88.0,53.7,34.3,True,incredere_ridicata_automat,,
326,META PLATFORMS IRELAND LIMITED,IE,,5,09c2af49-70c7-11ed-85e1-112a33b44ac8,Meta Platforms,,,psyfurmanova.com,88.9,83.9,5.0,True,incredere_ridicata_automat,,
327,MICROSOFT IRELAND OPERATIONS LIMITED,IE,Dublin,5,146bd77c-4d69-11ed-b869-0b9c3de59569,Microsoft Ireland Operations,IE,Dublin,nowubuy.shop,111.0,100.0,11.0,True,incredere_ridicata_automat,,
328,MICROSOFT NORGE AS,NO,Oslo,5,4c721116-1afb-11ec-8511-032f81df2a60,Microsoft Norway,NO,Oslo,microsoft.no,96.7,77.5,19.2,True,incredere_ridicata_automat,,
329,MICROSOFT REGIONAL SALES PTE. LTD.,SG,Singapore,5,bbfc7c57-a379-11ed-8bd9-e537e5b659ad,Microsoft Regional Sales Corporation,SG,,,108.0,62.7,45.3,True,incredere_ridicata_automat,,
330,ABC KANTINEAUTOMATER ApS,DK,Høje-Taastrup Municipality,5,2c53d1f1-6cf9-11ec-a598-5f2181f71be8,ABC Spilleautomater,DK,Frederiksberg,abcspilleautomater.dk,80.2,73.4,6.8,True,incredere_ridicata_automat,,
331,NW GRUPPEN A/S,DK,Hedensted,5,008645a7-332c-11ec-ba1b-799c0ee08065,SJ Gruppen,DK,Faaborg,sj-container.dk,84.8,78.0,6.8,True,incredere_ridicata_automat,,
332,"MIXPANEL, INC.",US,San Francisco,5,740de470-cf7a-11ec-8f8e-bde829059b5f,Mixpane,US,San Francisco,cosmic-star.net,111.0,111.0,0.0,True,incredere_ridicata_automat,,
333,MNEMONIC AS,NO,Oslo,5,b86d48c0-b500-11ec-92c5-7f4ee7009bc8,mnemonic AS.,NO,Oslo,mnemonic.io,111.0,111.0,0.0,True,incredere_ridicata_automat,,
334,MobilePeople ApS,DK,Herlev Municipality,5,a112cce1-0fd4-11ec-bad9-ebcc1813e8d3,Mobilepeople,DK,Herlev,mobilepeople.dk,107.9,78.7,29.2,True,incredere_ridicata_automat,,
335,"MOBILEUM, INC.",US,Cupertino,5,06e7cc3b-aec8-11ed-917a-a9ac0bf7643e,Mobileum,US,Cupertino,,111.0,111.0,0.0,True,incredere_ridicata_automat,,
336,MODULEX DANMARK A/S,DK,Billund,5,40e47543-93e5-11eb-8ad6-7326edce8d21,Modulex,DK,Billund,modulex.com,95.5,83.5,12.0,True,incredere_ridicata_automat,,
337,Monday. Kum Ltd.,IL,Tel Aviv-Yafo,5,0c78cf9d-93e5-11eb-86dd-ffbd1b53140e,Monday,IL,Tel Aviv-Yafo,monday.com,98.5,97.1,1.4,True,incredere_ridicata_automat,,
338,Mustika Teratai Sdn. Bhd.,MY,Johor Bahru,5,b67a2282-e926-11ed-bb20-d929ca7b3418,Mustika Teratai Sdn. Bhd.,MY,Johor Bahru,,111.0,70.6,40.4,True,incredere_ridicata_automat,,
339,NAGARRO AS,NO,Oslo,5,1fe8fa60-2ed4-11ed-b9a7-3dffeb5c7adf,Nagarro,,,nagarro-clone.vercel.app,100.0,93.1,6.9,True,incredere_ridicata_automat,,
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,IN,Punjabi Bagh,5,,,,,,81.9,70.6,11.3,False,nerezolvat_nu_e_in_esantion,nerezolvat,"'Technowell' s-a potrivit doar pe fraza generica 'Enterprise Services Private Limited'; 'Nagarro ES' e acelasi brand dar firma din alta tara - nu il leg, ca sa nu atribui gresit cheltuieli"
341,NEC CORPORATION,JP,Tokyo,5,c43c3a03-93e4-11eb-8e19-198fb02d6f96,NEC Corporation of Malaysia,JP,Tokyo,nec.com,111.0,87.4,23.6,True,incredere_ridicata_automat,,
342,NEC CORPORATION OF MALAYSIA SDN. BHD.,MY,Kuala Lumpur,5,24db63d1-8aa4-11ec-9150-8d453a1e7910,NEC Corporation Of Malaysia Sdn. Bhd.,MY,Kuala Lumpur,,111.0,92.7,18.3,True,incredere_ridicata_automat,,
343,NEC Scandinavia Aktiebolag,SE,Stockholms Kommun,5,016a7543-93e5-11eb-919a-b3f9a5ad205c,Dataphone,SE,Stockholm,ip-only.se,82.6,79.0,3.6,True,incredere_ridicata_automat,,
344,NEMTILMELD.DK ApS,DK,Nørresundby,2,0cf1a919-93e5-11eb-86dd-ffbd1b53140e,NemTilmeld,DK,Nørresundby,nemtilmeld.dk,98.0,32.2,65.8,True,incredere_ridicata_automat,,
345,Nepa AB,SE,Stockholm,5,b1c3fc50-93e4-11eb-a736-0f5b20ecb2f1,Nepa Sweden AB.,SE,Stockholm,nepa.com,111.0,100.0,11.0,True,incredere_ridicata_automat,,
346,NERAS DIREKTE AS,NO,Drammen,5,a19f2484-93e4-11eb-b4a6-27899be4e45d,Neras direkte,NO,Trondheim,nerasdirekte.no,106.5,82.3,24.2,True,incredere_ridicata_automat,,
347,Nestor Cables Oy,FI,Oulu,5,83ad4797-93e4-11eb-97db-273ba5953680,Nestor Cables,FI,Oulu,nestorcables.fi,111.0,111.0,0.0,True,incredere_ridicata_automat,,
348,NET ONE ASIA PTE. LTD.,SG,Singapore,5,36898c82-93e5-11eb-97db-273ba5953680,Net One Asia,SG,Singapore,netoneasia.com,111.0,102.4,8.6,True,incredere_ridicata_automat,,
349,NETIC A/S,DK,Aalborg,5,3e619af8-93e5-11eb-8859-29e7c34dee35,Netic,DK,Aalborg,netic.dk,111.0,80.7,30.3,True,incredere_ridicata_automat,,
350,NETS DANMARK A/S,DK,Ballerup,5,1821bc30-93e5-11eb-a746-fdabd18be9c6,Nets group,DK,Ballerup,nets.eu,104.8,87.0,17.8,True,incredere_ridicata_automat,,
351,New Skies Satellites B.V.,NL,The Hague,5,1238cd68-9cd4-11ef-b56b-31d2bc338e4f,New Skies Satellites B.V.,NL,The Hague,,111.0,83.4,27.6,True,incredere_ridicata_automat,,
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,PK,Karachi,5,98bdcc4e-0ece-11ec-8f6e-c368f4fbdb63,OK! Pakistan,PK,Karachi Division,okpakistan.com,88.0,85.7,2.3,True,incredere_ridicata_automat,,
353,NEXCOM A/S,DK,Copenhagen,5,4e2b08a3-a477-11ed-8bb2-9375f2c4b1be,Nexcom A/S.,DK,Copenhagen,nexcom.dk,111.0,87.5,23.5,True,incredere_ridicata_automat,,
354,NOITSO A/S,DK,Copenhagen,5,0bc250d0-93e5-11eb-b5f6-816dd10ac7b0,Experian,DK,Copenhagen,experian.dk,111.0,63.5,47.5,True,incredere_ridicata_automat,,
355,Nokia Innovations Oy,FI,Espoo,5,3d547a04-72bb-11ec-b5ce-b3bda5adefa4,Nokia Foundation,FI,Espoo,nokiafoundation.com,84.2,81.5,2.7,True,incredere_ridicata_automat,,
356,NOKIA SERVICES AND NETWORKS MALAYSIA SDN. BHD.,MY,,5,74601f29-1afc-11ec-aa0f-ab42aaaa4d70,Nokia Solutions And Networks Sdn Bhd.,MY,Kuala Lumpur,,81.9,65.1,16.8,True,incredere_ridicata_automat,,
357,NOKIA SOLUTIONS AND NETWORKS NORGE AS,NO,Bærum,5,5c494e9a-1b04-11ec-b160-7721fd8862eb,Nokia solutions And Networks Norge AS,NO,Oslo,,105.0,86.8,18.2,True,incredere_ridicata_automat,,
358,Nokia Solutions and Networks Oy,FI,Espoo,5,1d0e5cd1-0a98-11ec-bfa5-67a4bc68de73,HEXA-X Consortium,FI,Espoo,hexa-x.eu,111.0,111.0,0.0,True,incredere_ridicata_automat,,
359,"NORDEA BANK ABP, FILIAL I NORGE",NO,Oslo,5,7404600f-02ea-11ed-9330-439ae68059a7,Nordea,NO,Oslo,nordeea.co.uk,100.5,100.1,0.4,True,incredere_ridicata_automat,,
360,NORDIC COMPUTER A/S,DK,Nørresundby,5,affc63f0-0394-11ed-9b1b-6d2c9309a5b2,Nordic Computer,DK,Nørresundby,nordiccomputer.com,111.0,91.8,19.2,True,incredere_ridicata_automat,,
361,NORDIX DATA AS,NO,Tromsø,5,8449aea3-93e4-11eb-86dd-ffbd1b53140e,Nordix Data,NO,Tromsø,nordix.no,111.0,92.5,18.5,True,incredere_ridicata_automat,,
362,DMA Research A/S,DK,Copenhagen,5,79db16ca-93e4-11eb-97db-273ba5953680,DMA International,DK,Rødovre Municipality,dma-international.com,72.4,72.3,0.1,True,incredere_medie_de_verificat,,
363,NORWEGIAN AIR SHUTTLE AS (PS),NO,Ullensaker,5,41857037-93e5-11eb-97db-273ba5953680,Norwegian,NO,Fornebu,norwegian.com,103.1,102.5,0.6,True,incredere_ridicata_automat,,
364,NOVATARIS A/S,DK,Copenhagen,5,1da9722c-93e5-11eb-86dd-ffbd1b53140e,Novataris,DK,Copenhagen,novataris.com,111.0,52.9,58.1,True,incredere_ridicata_automat,,
365,Ntt (Thailand) Ltd,TH,Bangkok,5,5212c34c-f8af-11ed-b2ae-8f7420b1f92e,NTT DATA Thailand,TH,Bangkok,,99.8,95.0,4.8,True,incredere_ridicata_automat,,
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,SG,Singapore,5,04ffa9f7-93e5-11eb-8ad6-7326edce8d21,Amazon,SG,Singapore,amazon.sg,89.7,52.4,37.3,True,incredere_ridicata_automat,,
367,NTT DATA Business Solutions Korlatolt Felelossegu Tarsasag,HU,Budapest,5,44dda433-8ac1-11ec-b892-9b33177d601b,NTT DATA Business Solutions Hungary,HU,Budapest,,87.2,75.2,12.0,True,incredere_ridicata_automat,,
368,ITELLIGENCE A/S,DK,,5,043f0af0-a7d0-11ed-8169-bfb473e2b988,Itelligencedeblog,,,itelligencedeblog.wordpress.com,91.0,87.3,3.7,True,incredere_ridicata_automat,,
369,Ntt Malaysia Solutions Sdn. Bhd.,MY,Petaling Jaya,5,635ffbb1-5877-11ec-b37e-3da083d0f436,Malaysia SMS Solutions,MY,Puchong,,95.0,87.4,7.6,True,incredere_ridicata_automat,,
370,Ntt Msc Sdn. Bhd.,MY,Petaling Jaya,5,f54e7c57-09a8-11ec-b107-7d1f4b2cae2a,MYNAP,MY,Cyberjaya,mynap.my,107.2,107.2,0.0,True,incredere_ridicata_automat,,
